x,y,z,pressure
0.22478999,0.046150334,0.131,52552.77
0.22225,0.044619579,0.131,52570.43
0.21971001,0.043088827,0.131,52592.309
0.21717,0.041558076,0.131,52617.555
0.21463001,0.040027324,0.131,52644.859
0.21209,0.038496573,0.131,52672.469
0.20954999,0.036965817,0.131,52698.492
0.20701,0.035435066,0.131,52720.828
0.20446999,0.033904314,0.131,52737.496
0.20193,0.032373562,0.131,52746.875
0.19938999,0.030842811,0.131,52747.086
0.19685,0.029312057,0.131,52737.113
0.19431001,0.027781306,0.131,52716.754
0.19177,0.026250554,0.131,52686.691
0.18923,0.024719801,0.131,52648.828
0.18669,0.023189049,0.131,52604.262
0.18415,0.021658298,0.131,52555.105
0.18161,0.020128164,0.131,52501.68
0.17907001,0.018698405,0.131,52446.684
0.17653,0.017455135,0.131,52392.375
0.17399001,0.016374029,0.131,52338.707
0.17144999,0.01543394,0.131,52286.73
0.16891,0.014616469,0.131,52236.367
0.16636999,0.013905625,0.131,52188.078
0.16383,0.0132875,0.131,52141.84
0.16128999,0.01275,0.131,52097.812
0.25272998,0.064519361,0.131,52571.199
0.25018999,0.062988609,0.131,52562.867
0.24765,0.061457854,0.131,52554.449
0.24510999,0.059927102,0.131,52546.113
0.24257,0.058396351,0.131,52538.43
0.24002999,0.056865599,0.131,52531.773
0.23749,0.055334844,0.131,52526.539
0.23495001,0.053804092,0.131,52523.156
0.23241,0.052273341,0.131,52522.273
0.22986999,0.050742589,0.131,52524.738
0.22733,0.049211837,0.131,52531.379
0.22478999,0.047681086,0.131,52542.688
0.22225,0.046150334,0.131,52558.812
0.21971001,0.044619579,0.131,52579.516
0.21717,0.043088827,0.131,52604.176
0.21463001,0.041558076,0.131,52631.547
0.21209,0.040027324,0.131,52660.016
0.20954999,0.038496573,0.131,52687.695
0.20701,0.036965817,0.131,52712.562
0.20446999,0.035435066,0.131,52732.574
0.20193,0.033904314,0.131,52745.684
0.19938999,0.032373562,0.131,52750.102
0.19685,0.030842811,0.131,52744.195
0.19431001,0.029312057,0.131,52727.488
0.19177,0.027781306,0.131,52700.484
0.18923,0.026250554,0.131,52664.367
0.18669,0.024719801,0.131,52621.227
0.18415,0.023189049,0.131,52571.988
0.18161,0.021658298,0.131,52518.656
0.17907001,0.020128164,0.131,52461.715
0.17653,0.018698405,0.131,52404.133
0.17399001,0.017455135,0.131,52348.184
0.17144999,0.016374029,0.131,52293.754
0.16891,0.01543394,0.131,52241.695
0.16636999,0.014616469,0.131,52191.832
0.16383,0.013905625,0.131,52144.465
0.16128999,0.0132875,0.131,52099.543
0.15875,0.01275,0.131,52057.195
0.25272998,0.066050112,0.131,52572.594
0.25018999,0.064519361,0.131,52564.113
0.24765,0.062988609,0.131,52555.398
0.24510999,0.061457854,0.131,52546.613
0.24257,0.059927102,0.131,52538.316
0.24002999,0.058396351,0.131,52530.895
0.23749,0.056865599,0.131,52524.707
0.23495001,0.055334844,0.131,52520.16
0.23241,0.053804092,0.131,52517.867
0.22986999,0.052273341,0.131,52518.707
0.22733,0.050742589,0.131,52523.578
0.22478999,0.049211837,0.131,52533.117
0.22225,0.047681086,0.131,52547.602
0.21971001,0.046150334,0.131,52566.996
0.21717,0.044619579,0.131,52590.832
0.21463001,0.043088827,0.131,52618.055
0.21209,0.041558076,0.131,52647.09
0.20954999,0.040027324,0.131,52676.164
0.20701,0.038496573,0.131,52703.289
0.20446999,0.036965817,0.131,52726.348
0.20193,0.035435066,0.131,52743.25
0.19938999,0.033904314,0.131,52751.832
0.19685,0.032373562,0.131,52750.242
0.19431001,0.030842811,0.131,52737.484
0.19177,0.029312057,0.131,52713.625
0.18923,0.027781306,0.131,52680.074
0.18669,0.026250554,0.131,52638.105
0.18415,0.024719801,0.131,52589.789
0.18161,0.023189049,0.131,52535.914
0.17907001,0.021658298,0.131,52478.621
0.17653,0.020128164,0.131,52418.711
0.17399001,0.018698405,0.131,52359.297
0.17144999,0.017455135,0.131,52302.469
0.16891,0.016374029,0.131,52247.977
0.16636999,0.01543394,0.131,52196.438
0.16383,0.014616469,0.131,52147.594
0.16128999,0.013905625,0.131,52101.617
0.15875,0.0132875,0.131,52058.461
0.15621001,0.01275,0.131,52018.238
0.25272998,0.067580864,0.131,52573.898
0.25018999,0.066050112,0.131,52565.316
