x,y,pressure,x_over_Lp,y_over_Lp,p_over_pinf
0.00127,0.01275,51590.395,0.0,-0.25153109850720584,1.033875651302605
0.00127,0.0132875,51589.117,0.0,-0.24939358143590085,1.0338500400801602
0.00127,0.013905625,51587.617,0.0,-0.24693543680390018,1.0338199799599197
0.00127,0.014616469,51585.848,0.0,-0.2441085694829054,1.0337845290581162
0.00127,0.01543394,51583.801,0.0,-0.24085767047305104,1.033743507014028
0.00127,0.016374029,51581.406,0.0,-0.23711914715017476,1.033695511022044
0.00127,0.017455135,51578.691,0.0,-0.23281983081363486,1.0336411022044087
0.00127,0.018698405,51575.668,0.0,-0.22787562458248825,1.033580521042084
0.00127,0.020128164,51572.398,0.0,-0.22218979338183356,1.0335149899799598
0.00127,0.021658298,51569.219,0.0,-0.21610479329553753,1.0334512825651303
0.00127,0.023189049,51566.602,0.0,-0.21001733953848242,1.0333988376753507
0.00127,0.024719801,51564.598,0.0,-0.2039298818046514,1.0333586773547094
0.00127,0.026250554,51563.285,0.0,-0.19784242009404443,1.033332364729459
0.00127,0.027781306,51562.906,0.0,-0.19175496236021336,1.0333247695390781
0.00127,0.029312057,51563.301,0.0,-0.18566750860315825,1.0333326853707414
0.00127,0.030842811,51564.738,0.0,-0.17958004291577534,1.0333614829659319
0.00127,0.032373562,51567.133,0.0,-0.1734925891587202,1.0334094789579158
0.00127,0.033904314,51570.668,0.0,-0.1674051314248892,1.0334803206412826
0.00127,0.035435066,51575.145,0.0,-0.16131767369105812,1.0335700400801602
0.00127,0.036965817,51580.703,0.0,-0.15523021993400304,1.0336814228456914
0.00127,0.038496573,51587.188,0.0,-0.1491427462930682,1.033811382765531
0.00127,0.040027324,51594.656,0.0,-0.1430552925360131,1.0339610420841683
0.00127,0.041558076,51602.977,0.0,-0.13696783480218205,1.0341277955911823
0.00127,0.043088827,51612.137,0.0,-0.13088038104512695,1.034311362725451
0.00127,0.044619579,51622.023,0.0,-0.12479292331129592,1.034509478957916
0.00127,0.046150334,51632.59,0.0,-0.11870545364713703,1.0347212424849699
0.00127,0.047681086,51643.711,0.0,-0.112617995913306,1.034944108216433
0.00127,0.049211837,51655.309,0.0,-0.1065305421562509,1.0351765330661322
0.00127,0.050742589,51667.258,0.0,-0.10044308442241985,1.035415991983968
0.00127,0.052273341,51679.453,0.0,-0.0943556266885888,1.035660380761523
0.00127,0.053804092,51691.754,0.0,-0.08826817293153372,1.035906893787575
0.00127,0.055334844,51704.027,0.0,-0.08218071519770266,1.0361528456913829
0.00127,0.056865599,51716.129,0.0,-0.07609324553354377,1.036395370741483
0.00127,0.058396351,51727.918,0.0,-0.07000578779971274,1.036631623246493
