x_over_Lp,y_over_Lp,p_shifted_sim_over_pinf,p_digitized_over_pinf,digitization_uncertainty,difference_shifted_sim_minus_digitized,absolute_difference,gap_beyond_digitization_uncertainty,signed_gap_beyond_digitization_uncertainty,difference_over_uncertainty,applied_shift_over_Lp,applied_shift_physical_m
0.0,-0.25,1.0668674173553718,1.150199203187251,0.0675297120745784,-0.08333178583187917,0.08333178583187917,0.015802073757300764,-0.015802073757300764,-1.2340017937563437,0.0636798751293993,0.0160313510296958
0.002506265664160401,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.005012531328320802,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.007518796992481203,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.010025062656641603,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.012531328320802004,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.015037593984962405,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.017543859649122806,-0.25,1.0668674173553718,1.1243027888446213,0.0629300731639264,-0.05743537148924949,0.05743537148924949,0.0,-0.0,-0.9126855984997224,0.0636798751293993,0.0160313510296958
0.020050125313283207,-0.25,1.0668674173553718,1.1243027888446215,0.0629300731639264,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.9126855984997259,0.0636798751293993,0.0160313510296958
0.022556390977443608,-0.25,1.0668674173553718,1.1243027888446213,0.0629300731639264,-0.05743537148924949,0.05743537148924949,0.0,-0.0,-0.9126855984997224,0.0636798751293993,0.0160313510296958
0.02506265664160401,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.02756892230576441,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.03007518796992481,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.03258145363408521,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.03508771929824561,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.03759398496240601,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.040100250626566414,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.042606516290726815,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.045112781954887216,-0.25,1.0668674173553718,1.1243027888446215,0.0652574464761946,-0.05743537148924971,0.05743537148924971,0.0,-0.0,-0.8801351353856863,0.0636798751293993,0.0160313510296958
0.047619047619047616,-0.25,1.0668674173553718,1.1262948207171315,0.06324266009082309,-0.05942740336175967,0.05942740336175967,0.0,-0.0,-0.9396727347713661,0.0636798751293993,0.0160313510296958
0.05012531328320802,-0.25,1.0668674173553718,1.1262948207171315,0.05981548948382548,-0.05942740336175967,0.05942740336175967,0.0,-0.0,-0.9935119460625537,0.0636798751293993,0.0160313510296958
0.05263157894736842,-0.25,1.0668674173553718,1.1262948207171315,0.05718069685270227,-0.05942740336175967,0.05942740336175967,0.0022467065090573946,-0.0022467065090573946,-1.0392913453791044,0.0636798751293993,0.0160313510296958
0.05513784461152882,-0.25,1.0668674173553718,1.1302788844621514,0.05563866275208858,-0.06341146710677958,0.06341146710677958,0.007772804354691007,-0.007772804354691007,-1.1397014947919328,0.0636798751293993,0.0160313510296958
0.05764411027568922,-0.25,1.0668674173553718,1.1302788844621514,0.0556386627520886,-0.06341146710677958,0.06341146710677958,0.007772804354690986,-0.007772804354690986,-1.1397014947919324,0.0636798751293993,0.0160313510296958
0.06015037593984962,-0.25,1.0668674173553718,1.1302788844621514,0.05563866275208859,-0.06341146710677958,0.06341146710677958,0.007772804354690993,-0.007772804354690993,-1.1397014947919324,0.0636798751293993,0.0160313510296958
0.06265664160401002,-0.25,1.0668674173553718,1.1302788844621514,0.0556386627520886,-0.06341146710677958,0.06341146710677958,0.007772804354690986,-0.007772804354690986,-1.1397014947919324,0.0636798751293993,0.0160313510296958
0.06516290726817042,-0.25,1.066920108273097,1.1302788844621514,0.0556386627520886,-0.06335877618905439,0.06335877618905439,0.007720113436965791,-0.007720113436965791,-1.1387544749478362,0.0636798751293993,0.0160313510296958
0.06766917293233082,-0.25,1.0670309952339265,1.1302788844621514,0.0556386627520886,-0.06324788922822489,0.06324788922822489,0.007609226476136287,-0.007609226476136287,-1.136761491016436,0.0636798751293993,0.0160313510296958
0.07017543859649122,-0.25,1.0671469464507704,1.1302788844621514,0.0556386627520886,-0.06313193801138106,0.06313193801138106,0.007493275259292463,-0.007493275259292463,-1.1346774866369551,0.0636798751293993,0.0160313510296958
0.07268170426065163,-0.25,1.0672638569366357,1.1302788844621514,0.0556386627520886,-0.06301502752551569,0.06301502752551569,0.00737636477342709,-0.00737636477342709,-1.1325762412064835,0.0636798751293993,0.0160313510296958
0.07518796992481203,-0.25,1.0673880244911258,1.1302788844621514,0.0556386627520886,-0.06289085997102561,0.06289085997102561,0.007252197218937016,-0.007252197218937016,-1.1303445636580254,0.0636798751293993,0.0160313510296958
0.07769423558897243,-0.25,1.0675132127262081,1.1302788844621514,0.0556386627520886,-0.06276567173594327,0.06276567173594327,0.0071270089838546755,-0.0071270089838546755,-1.1280945413014467,0.0636798751293993,0.0160313510296958
0.08020050125313283,-0.25,1.0676460699257087,1.1302788844621514,0.0556386627520886,-0.06263281453644276,0.06263281453644276,0.006994151784354162,-0.006994151784354162,-1.1257066837770398,0.0636798751293993,0.0160313510296958
0.08270676691729323,-0.25,1.0677823941743045,1.1302788844621514,0.0556386627520886,-0.06249649028784687,0.06249649028784687,0.006857827535758275,-0.006857827535758275,-1.123256512585771,0.0636798751293993,0.0160313510296958
0.08521303258145363,-0.25,1.0679233855966412,1.1302788844621514,0.0556386627520886,-0.06235549886551017,0.06235549886551017,0.0067168361134215746,-0.0067168361134215746,-1.1207224577511874,0.0636798751293993,0.0160313510296958
0.08771929824561403,-0.25,1.0680745266621812,1.1302788844621514,0.0556386627520886,-0.062204357799970245,0.062204357799970245,0.006565695047881646,-0.006565695047881646,-1.1180059822274426,0.0636798751293993,0.0160313510296958
0.09022556390977443,-0.25,1.068225667727721,1.1302788844621514,0.0556386627520886,-0.062053216734430316,0.062053216734430316,0.006414553982341718,-0.006414553982341718,-1.115289506703698,0.0636798751293993,0.0160313510296958
0.09273182957393483,-0.25,1.0683896527211791,1.1302788844621514,0.0556386627520886,-0.06188923174097227,0.06188923174097227,0.006250568988883674,-0.006250568988883674,-1.1123421858058413,0.0636798751293993,0.0160313510296958
0.09523809523809523,-0.25,1.068559329365403,1.1302788844621514,0.0556386627520886,-0.061719555096748424,0.061719555096748424,0.006080892344659826,-0.006080892344659826,-1.1092925682228327,0.0636798751293993,0.0160313510296958
0.09774436090225563,-0.25,1.068729934315002,1.1302788844621514,0.0556386627520886,-0.06154895014714934,0.06154895014714934,0.005910287395060741,-0.005910287395060741,-1.106226266101963,0.0636798751293993,0.0160313510296958
0.10025062656641603,-0.25,1.0689204964005996,1.1302788844621514,0.0556386627520886,-0.061358388061551805,0.061358388061551805,0.005719725309463207,-0.005719725309463207,-1.1028012721108846,0.0636798751293993,0.0160313510296958
0.10275689223057644,-0.25,1.0691116354736558,1.1262948207171315,0.056416020988128916,-0.057183185243475654,0.057183185243475654,0.0007671642553467375,-0.0007671642553467375,-1.0135983403634257,0.0636798751293993,0.0160313510296958
0.10526315789473684,-0.25,1.0693104313802937,1.1302788844621516,0.05658945499095901,-0.06096845308185794,0.06096845308185794,0.004378998090898936,-0.004378998090898936,-1.0773818742661252,0.0636798751293993,0.0160313510296958
0.10776942355889724,-0.25,1.0695261563080956,1.1302788844621514,0.056589454990959,-0.06075272815405586,0.06075272815405586,0.0041632731630968575,-0.0041632731630968575,-1.0735697695579858,0.0636798751293993,0.0160313510296958
0.11027568922305764,-0.25,1.0697418812358974,1.1302788844621514,0.056589454990959,-0.060537003226253994,0.060537003226253994,0.003947548235294994,-0.003947548235294994,-1.0697576648498501,0.0636798751293993,0.0160313510296958
0.11278195488721804,-0.25,1.0699707944772208,1.1302788844621514,0.056589454990959,-0.060308089984930646,0.060308089984930646,0.0037186349939716465,-0.0037186349939716465,-1.065712507649451,0.0636798751293993,0.0160313510296958
0.11528822055137844,-0.25,1.070214738175732,1.1302788844621514,0.056589454990959,-0.06006414628641932,0.06006414628641932,0.003474691295460318,-0.003474691295460318,-1.061401745184071,0.0636798751293993,0.0160313510296958
