x_over_Lp,y_over_Lp,p_sim_over_pinf,p_digitized_over_pinf,digitization_uncertainty,difference_sim_minus_digitized,absolute_difference,gap_beyond_digitization_uncertainty,signed_gap_beyond_digitization_uncertainty,difference_over_uncertainty
0.0,-0.25,1.0469788636363637,1.150199203187251,0.0675297120745784,-0.10322033955088727,0.10322033955088727,0.03569062747630887,-0.03569062747630887,-1.5285173944898933
0.002506265664160401,-0.25,1.047130443918565,1.1243027888446215,0.0629300731639264,-0.07717234492605662,0.07717234492605662,0.01424227176213022,-0.01424227176213022,-1.226319008481534
0.005012531328320802,-0.25,1.0472918437768521,1.1243027888446215,0.0629300731639264,-0.0770109450677694,0.0770109450677694,0.014080871903842995,-0.014080871903842995,-1.2237542592261694
0.007518796992481203,-0.25,1.0474350701791453,1.1243027888446215,0.0629300731639264,-0.07686771866547626,0.07686771866547626,0.013937645501549856,-0.013937645501549856,-1.2214782980665495
0.010025062656641603,-0.25,1.047571888657121,1.1243027888446215,0.0629300731639264,-0.0767309001875005,0.0767309001875005,0.013800827023574103,-0.013800827023574103,-1.2193041630131967
0.012531328320802004,-0.25,1.0476904934982392,1.1243027888446215,0.0629300731639264,-0.07661229534638236,0.07661229534638236,0.013682222182455961,-0.013682222182455961,-1.2174194545557762
0.015037593984962405,-0.25,1.04780836952416,1.1243027888446215,0.0629300731639264,-0.07649441932046153,0.07649441932046153,0.013564346156535123,-0.013564346156535123,-1.2155463274482676
0.017543859649122806,-0.25,1.047907876331626,1.1243027888446213,0.0629300731639264,-0.07639491251299524,0.07639491251299524,0.013464839349068836,-0.013464839349068836,-1.2139650992299709
0.020050125313283207,-0.25,1.0480070972230096,1.1243027888446215,0.0629300731639264,-0.07629569162161198,0.07629569162161198,0.01336561845768558,-0.01336561845768558,-1.212388414405137
0.022556390977443608,-0.25,1.0480978960905247,1.1243027888446213,0.0629300731639264,-0.07620489275409659,0.07620489275409659,0.013274819590170184,-0.013274819590170184,-1.210945561045045
0.02506265664160401,-0.25,1.0481854724799298,1.1243027888446215,0.0652574464761946,-0.07611731636469177,0.07611731636469177,0.010859869888497173,-0.010859869888497173,-1.1664157958196966
0.02756892230576441,-0.25,1.0482764286667419,1.1243027888446215,0.0652574464761946,-0.07602636017787967,0.07602636017787967,0.010768913701685076,-0.010768913701685076,-1.165021990335057
0.03007518796992481,-0.25,1.0483621030148444,1.1243027888446215,0.0652574464761946,-0.07594068582977709,0.07594068582977709,0.010683239353582494,-0.010683239353582494,-1.1637091233332224
0.03258145363408521,-0.25,1.0484477252402862,1.1243027888446215,0.0652574464761946,-0.07585506360433536,0.07585506360433536,0.010597617128140766,-0.010597617128140766,-1.1623970550549614
0.03508771929824561,-0.25,1.048536504072895,1.1243027888446215,0.0652574464761946,-0.07576628477172664,0.07576628477172664,0.01050883829553205,-0.01050883829553205,-1.1610366151756426
0.03759398496240601,-0.25,1.0486260332837376,1.1243027888446215,0.0652574464761946,-0.07567675556088393,0.07567675556088393,0.01041930908468934,-0.01041930908468934,-1.1596646765590226
