x,y,z,pressure,x-coordinate,y-coordinate,z-coordinate
0.24179527,0.053818509,0.131,39372.258,0.24179527,0.053818513,0.131
0.23830822,0.051889684,0.131,40576.617,0.23830822,0.051889688,0.131
0.23482114,0.049960859,0.131,41822.25,0.23482116,0.049960863,0.131
0.23133408,0.048032038,0.131,43105.41,0.23133409,0.048032038,0.131
0.22784702,0.046103209,0.131,44424.066,0.22784702,0.046103213,0.131
0.22435996,0.044174388,0.131,45777.297,0.22435996,0.044174388,0.131
0.22087291,0.042245559,0.131,47165.621,0.22087289,0.042245559,0.131
0.21738583,0.040316738,0.131,48590.055,0.21738583,0.040316734,0.131
0.21389876,0.03838791,0.131,50051.625,0.21389876,0.03838791,0.131
0.21041171,0.036459088,0.131,51550.406,0.21041171,0.036459085,0.131
0.20692465,0.03453026,0.131,53084.844,0.20692465,0.03453026,0.131
0.20343757,0.032601438,0.131,54652.176,0.20343758,0.032601435,0.131
0.19995052,0.030672612,0.131,56247.727,0.19995052,0.030672612,0.131
0.19646345,0.028743785,0.131,57864.145,0.19646345,0.028743785,0.131
0.1929764,0.02681496,0.131,59488.715,0.19297639,0.02681496,0.131
0.18948933,0.024886135,0.131,61097.281,0.18948932,0.024886135,0.131
0.18600225,0.02295731,0.131,62648.598,0.18600227,0.02295731,0.131
0.18251519,0.021106582,0.131,64088.664,0.1825152,0.021106582,0.131
0.17902812,0.019414525,0.131,65367.965,0.17902814,0.019414525,0.131
0.17554107,0.017876294,0.131,66459.891,0.17554107,0.017876294,0.131
