x,y,z,pressure,x-coordinate,y-coordinate,z-coordinate
0.21389876,0.076964408,0.131,49563.465,0.21389876,0.076964416,0.131
0.21041171,0.075035587,0.131,51252.617,0.21041171,0.075035587,0.131
0.20692465,0.073106766,0.131,53013.906,0.20692465,0.073106766,0.131
0.20343757,0.071177937,0.131,54840.531,0.20343758,0.071177937,0.131
0.19995052,0.069249108,0.131,56723.789,0.19995052,0.069249116,0.131
0.19646345,0.067320287,0.131,58649.777,0.19646345,0.067320287,0.131
0.1929764,0.065391466,0.131,60595.383,0.19297639,0.065391459,0.131
0.18948933,0.063462637,0.131,62531.094,0.18948932,0.063462637,0.131
0.18600225,0.061533809,0.131,64417.852,0.18600227,0.061533812,0.131
0.18251519,0.059604988,0.131,66204.188,0.1825152,0.059604988,0.131
0.17902812,0.057676159,0.131,67824.789,0.17902814,0.057676163,0.131
0.17554107,0.055747338,0.131,69213.844,0.17554107,0.055747338,0.131
0.17205401,0.053818509,0.131,70327.812,0.17205401,0.053818513,0.131
0.16856694,0.051889684,0.131,71166.227,0.16856694,0.051889688,0.131
0.16507988,0.049960859,0.131,71767.125,0.16507988,0.049960863,0.131
0.16159281,0.048032038,0.131,72199.781,0.16159281,0.048032038,0.131
0.15810576,0.046103209,0.131,72542.344,0.15810576,0.046103213,0.131
0.15486297,0.044174388,0.131,72815.664,0.15486296,0.044174388,0.131
0.15211432,0.042245559,0.131,73019.953,0.15211432,0.042245559,0.131
0.14969815,0.040316738,0.131,73180.148,0.14969814,0.040316734,0.131
0.14736459,0.03838791,0.131,73317.531,0.14736457,0.03838791,0.131
0.14503101,0.036459088,0.131,73424.453,0.14503101,0.036459085,0.131
0.14269745,0.03453026,0.131,73463.781,0.14269744,0.03453026,0.131
0.14036389,0.032601438,0.131,73355.523,0.14036389,0.032601435,0.131
0.13803032,0.030672612,0.131,73008.93,0.13803032,0.03067261,0.131
0.13569674,0.028743785,0.131,72400.391,0.13569675,0.028743785,0.131
0.13336319,0.02681496,0.131,71627.852,0.13336319,0.02681496,0.131
0.13102962,0.024886135,0.131,70875.688,0.13102962,0.024886135,0.131
0.12869605,0.02295731,0.131,70292.555,0.12869605,0.02295731,0.131
0.12636247,0.021106582,0.131,69912.633,0.12636249,0.021106582,0.131
0.12402891,0.019414525,0.131,69668.422,0.12402892,0.019414527,0.131
0.12169535,0.017876294,0.131,69473.898,0.12169535,0.017876294,0.131
0.11936179,0.0164779,0.131,69282.711,0.11936179,0.0164779,0.131
0.11702822,0.015206633,0.131,69081.195,0.11702822,0.015206633,0.131
0.11469465,0.014050936,0.131,68871.375,0.11469465,0.014050935,0.131
0.11236109,0.013000302,0.131,68660.164,0.11236109,0.013000302,0.131
0.25225648,0.10011031,0.131,36474.859,0.25225648,0.10011031,0.131
0.2487694,0.098181486,0.131,37292.59,0.2487694,0.098181486,0.131
0.24528234,0.096252665,0.131,38180.445,0.24528234,0.096252665,0.131
0.24179527,0.094323844,0.131,39141.637,0.24179527,0.094323836,0.131
0.23830822,0.092395008,0.131,40173.957,0.23830822,0.092395015,0.131
0.23482114,0.090466186,0.131,41274.605,0.23482116,0.090466186,0.131
0.23133408,0.088537365,0.131,42445.66,0.23133409,0.088537365,0.131
0.22784702,0.086608537,0.131,43692.27,0.22784702,0.086608537,0.131
0.22435996,0.084679708,0.131,45022.699,0.22435996,0.084679715,0.131
0.22087291,0.082750887,0.131,46443.637,0.22087289,0.082750887,0.131
0.21738583,0.080822065,0.131,47957.871,0.21738583,0.080822065,0.131
0.21389876,0.078893237,0.131,49562.625,0.21389876,0.078893237,0.131
0.21041171,0.076964408,0.131,51250.934,0.21041171,0.076964416,0.131
0.20692465,0.075035587,0.131,53014.898,0.20692465,0.075035587,0.131
0.20343757,0.073106766,0.131,54846.879,0.20343758,0.073106766,0.131
0.19995052,0.071177937,0.131,56739.02,0.19995052,0.071177937,0.131
0.19646345,0.069249108,0.131,58677.715,0.19646345,0.069249116,0.131
0.1929764,0.067320287,0.131,60641.52,0.19297639,0.067320287,0.131
0.18948933,0.065391466,0.131,62598.32,0.18948932,0.065391459,0.131
0.18600225,0.063462637,0.131,64507.594,0.18600227,0.063462637,0.131
0.18251519,0.061533809,0.131,66316.164,0.1825152,0.061533812,0.131
0.17902812,0.059604988,0.131,67957.703,0.17902814,0.059604988,0.131
0.17554107,0.057676159,0.131,69362.836,0.17554107,0.057676163,0.131
0.17205401,0.055747338,0.131,70483.555,0.17205401,0.055747338,0.131
0.16856694,0.053818509,0.131,71318.125,0.16856694,0.053818513,0.131
0.16507988,0.051889684,0.131,71906.828,0.16507988,0.051889688,0.131
0.16159281,0.049960859,0.131,72323.492,0.16159281,0.049960863,0.131
0.15810576,0.048032038,0.131,72652.766,0.15810576,0.048032038,0.131
0.15486297,0.046103209,0.131,72927.383,0.15486296,0.046103213,0.131
0.15211432,0.044174388,0.131,73144.453,0.15211432,0.044174388,0.131
0.14969815,0.042245559,0.131,73322.094,0.14969814,0.042245559,0.131
0.14736459,0.040316738,0.131,73479.008,0.14736457,0.040316734,0.131
0.14503101,0.03838791,0.131,73611.781,0.14503101,0.03838791,0.131
0.14269745,0.036459088,0.131,73692.492,0.14269744,0.036459085,0.131
0.14036389,0.03453026,0.131,73661.445,0.14036389,0.03453026,0.131
0.13803032,0.032601438,0.131,73424.336,0.13803032,0.032601435,0.131
0.13569674,0.030672612,0.131,72919.688,0.13569675,0.03067261,0.131
0.13336319,0.028743785,0.131,72188.977,0.13336319,0.028743785,0.131
0.13102962,0.02681496,0.131,71391.328,0.13102962,0.02681496,0.131
0.12869605,0.024886135,0.131,70709.609,0.12869605,0.024886135,0.131
0.12636247,0.02295731,0.131,70228.914,0.12636249,0.02295731,0.131
0.12402891,0.021106582,0.131,69918.0,0.12402892,0.021106582,0.131
0.12169535,0.019414525,0.131,69692.922,0.12169535,0.019414527,0.131
0.11936179,0.017876294,0.131,69486.555,0.11936179,0.017876294,0.131
0.11702822,0.0164779,0.131,69273.594,0.11702822,0.0164779,0.131
0.11469465,0.015206633,0.131,69053.016,0.11469465,0.015206633,0.131
0.11236109,0.014050936,0.131,68832.172,0.11236109,0.014050935,0.131
0.11002752,0.013000302,0.131,68614.133,0.11002752,0.013000302,0.131
0.25225648,0.10203914,0.131,36614.016,0.25225648,0.10203914,0.131
0.2487694,0.10011031,0.131,37417.359,0.2487694,0.10011031,0.131
0.24528234,0.098181486,0.131,38288.16,0.24528234,0.098181486,0.131
0.24179527,0.096252665,0.131,39233.836,0.24179527,0.096252665,0.131
0.23830822,0.094323844,0.131,40254.066,0.23830822,0.094323836,0.131
0.23482114,0.092395008,0.131,41345.309,0.23482116,0.092395015,0.131
0.23133408,0.090466186,0.131,42507.434,0.23133409,0.090466186,0.131
0.22784702,0.088537365,0.131,43743.277,0.22784702,0.088537365,0.131
0.22435996,0.086608537,0.131,45060.105,0.22435996,0.086608537,0.131
0.22087291,0.084679708,0.131,46466.23,0.22087289,0.084679715,0.131
0.21738583,0.082750887,0.131,47967.102,0.21738583,0.082750887,0.131
0.21389876,0.080822065,0.131,49563.305,0.21389876,0.080822065,0.131
0.21041171,0.078893237,0.131,51248.211,0.21041171,0.078893237,0.131
0.20692465,0.076964408,0.131,53013.098,0.20692465,0.076964416,0.131
0.20343757,0.075035587,0.131,54849.234,0.20343758,0.075035587,0.131
0.19995052,0.073106766,0.131,56748.371,0.19995052,0.073106766,0.131
0.19646345,0.071177937,0.131,58698.262,0.19646345,0.071177937,0.131
0.1929764,0.069249108,0.131,60677.496,0.19297639,0.069249116,0.131
0.18948933,0.067320287,0.131,62654.938,0.18948932,0.067320287,0.131
0.18600225,0.065391466,0.131,64586.617,0.18600227,0.065391459,0.131
0.18251519,0.063462637,0.131,66417.828,0.1825152,0.063462637,0.131
0.17902812,0.061533809,0.131,68080.547,0.17902814,0.061533812,0.131
0.17554107,0.059604988,0.131,69502.906,0.17554107,0.059604988,0.131
0.17205401,0.057676159,0.131,70632.656,0.17205401,0.057676163,0.131
0.16856694,0.055747338,0.131,71464.68,0.16856694,0.055747338,0.131
0.16507988,0.053818509,0.131,72040.875,0.16507988,0.053818513,0.131
0.16159281,0.051889684,0.131,72440.523,0.16159281,0.051889688,0.131
0.15810576,0.049960859,0.131,72752.758,0.15810576,0.049960863,0.131
0.15486297,0.048032038,0.131,73021.023,0.15486296,0.048032038,0.131
0.15211432,0.046103209,0.131,73248.008,0.15211432,0.046103213,0.131
0.14969815,0.044174388,0.131,73442.258,0.14969814,0.044174388,0.131
0.14736459,0.042245559,0.131,73619.594,0.14736457,0.042245559,0.131
0.14503101,0.040316738,0.131,73776.328,0.14503101,0.040316734,0.131
0.14269745,0.03838791,0.131,73891.43,0.14269744,0.03838791,0.131
0.14036389,0.036459088,0.131,73921.812,0.14036389,0.036459085,0.131
0.13803032,0.03453026,0.131,73784.195,0.13803032,0.03453026,0.131
0.13569674,0.032601438,0.131,73393.375,0.13569675,0.032601435,0.131
0.13336319,0.030672612,0.131,72739.836,0.13336319,0.03067261,0.131
0.13102962,0.028743785,0.131,71935.383,0.13102962,0.028743785,0.131
0.12869605,0.02681496,0.131,71170.898,0.12869605,0.02681496,0.131
0.12636247,0.024886135,0.131,70589.273,0.12636249,0.024886135,0.131
0.12402891,0.02295731,0.131,70201.289,0.12402892,0.02295731,0.131
0.12169535,0.021106582,0.131,69932.922,0.12169535,0.021106582,0.131
0.11936179,0.019414525,0.131,69707.188,0.11936179,0.019414527,0.131
0.11702822,0.017876294,0.131,69482.047,0.11702822,0.017876294,0.131
0.11469465,0.0164779,0.131,69250.484,0.11469465,0.0164779,0.131
0.11236109,0.015206633,0.131,69019.789,0.11236109,0.015206633,0.131
0.11002752,0.014050936,0.131,68794.328,0.11002752,0.014050935,0.131
0.10769396,0.013000302,0.131,68566.125,0.10769396,0.013000302,0.131
0.25225648,0.10396796,0.131,36759.73,0.25225648,0.10396796,0.131
0.2487694,0.10203914,0.131,37551.801,0.2487694,0.10203914,0.131
0.24528234,0.10011031,0.131,38406.09,0.24528234,0.10011031,0.131
0.24179527,0.098181486,0.131,39334.77,0.24179527,0.098181486,0.131
0.23830822,0.096252665,0.131,40340.746,0.23830822,0.096252665,0.131
0.23482114,0.094323844,0.131,41421.078,0.23482116,0.094323836,0.131
0.23133408,0.092395008,0.131,42574.16,0.23133409,0.092395015,0.131
0.22784702,0.090466186,0.131,43800.418,0.22784702,0.090466186,0.131
0.22435996,0.088537365,0.131,45105.047,0.22435996,0.088537365,0.131
0.22087291,0.086608537,0.131,46496.43,0.22087289,0.086608537,0.131
0.21738583,0.084679708,0.131,47982.516,0.21738583,0.084679715,0.131
0.21389876,0.082750887,0.131,49566.672,0.21389876,0.082750887,0.131
0.21041171,0.080822065,0.131,51245.125,0.21041171,0.080822065,0.131
0.20692465,0.078893237,0.131,53008.625,0.20692465,0.078893237,0.131
0.20343757,0.076964408,0.131,54847.266,0.20343758,0.076964416,0.131
0.19995052,0.075035587,0.131,56751.984,0.19995052,0.075035587,0.131
0.19646345,0.073106766,0.131,58710.723,0.19646345,0.073106766,0.131
0.1929764,0.071177937,0.131,60703.691,0.19297639,0.071177937,0.131
0.18948933,0.069249108,0.131,62699.195,0.18948932,0.069249116,0.131
0.18600225,0.067320287,0.131,64653.324,0.18600227,0.067320287,0.131
0.18251519,0.065391466,0.131,66507.219,0.1825152,0.065391459,0.131
0.17902812,0.063462637,0.131,68191.461,0.17902814,0.063462637,0.131
0.17554107,0.061533809,0.131,69631.805,0.17554107,0.061533812,0.131
0.17205401,0.059604988,0.131,70772.25,0.17205401,0.059604988,0.131
0.16856694,0.057676159,0.131,71604.203,0.16856694,0.057676163,0.131
0.16507988,0.055747338,0.131,72168.727,0.16507988,0.055747338,0.131
0.16159281,0.053818509,0.131,72550.25,0.16159281,0.053818513,0.131
0.15810576,0.051889684,0.131,72843.602,0.15810576,0.051889688,0.131
0.15486297,0.049960859,0.131,73099.734,0.15486296,0.049960863,0.131
0.15211432,0.048032038,0.131,73330.898,0.15211432,0.048032038,0.131
0.14969815,0.046103209,0.131,73540.203,0.14969814,0.046103213,0.131
0.14736459,0.044174388,0.131,73737.242,0.14736457,0.044174388,0.131
0.14503101,0.042245559,0.131,73918.375,0.14503101,0.042245559,0.131
0.14269745,0.040316738,0.131,74063.805,0.14269744,0.040316734,0.131
0.14036389,0.03838791,0.131,74143.062,0.14036389,0.03838791,0.131
0.13803032,0.036459088,0.131,74090.328,0.13803032,0.036459085,0.131
0.13569674,0.03453026,0.131,73813.391,0.13569675,0.03453026,0.131
0.13336319,0.032601438,0.131,73261.273,0.13336319,0.032601435,0.131
0.13102962,0.030672612,0.131,72491.031,0.13102962,0.030672612,0.131
0.12869605,0.028743785,0.131,71672.281,0.12869605,0.028743785,0.131
0.12636247,0.02681496,0.131,70988.617,0.12636249,0.02681496,0.131
0.12402891,0.024886135,0.131,70514.562,0.12402892,0.024886135,0.131
0.12169535,0.02295731,0.131,70196.352,0.12169535,0.02295731,0.131
0.11936179,0.021106582,0.131,69945.227,0.11936179,0.021106582,0.131
0.11702822,0.019414525,0.131,69706.844,0.11702822,0.019414527,0.131
0.11469465,0.017876294,0.131,69464.25,0.11469465,0.017876294,0.131
0.11236109,0.0164779,0.131,69223.406,0.11236109,0.0164779,0.131
0.11002752,0.015206633,0.131,68990.305,0.11002752,0.015206633,0.131
0.10769396,0.014050936,0.131,68757.328,0.10769396,0.014050935,0.131
0.10536039,0.013000302,0.131,68508.188,0.10536039,0.013000302,0.131
0.25225648,0.10589679,0.131,36909.102,0.25225648,0.10589679,0.131
0.2487694,0.10396796,0.131,37693.73,0.2487694,0.10396796,0.131
0.24528234,0.10203914,0.131,38533.469,0.24528234,0.10203914,0.131
0.24179527,0.10011031,0.131,39444.648,0.24179527,0.10011031,0.131
0.23830822,0.098181486,0.131,40434.469,0.23830822,0.098181486,0.131
0.23482114,0.096252665,0.131,41501.891,0.23482116,0.096252665,0.131
0.23133408,0.094323844,0.131,42644.977,0.23133409,0.094323836,0.131
0.22784702,0.092395008,0.131,43862.191,0.22784702,0.092395015,0.131
0.22435996,0.090466186,0.131,45156.117,0.22435996,0.090466186,0.131
0.22087291,0.088537365,0.131,46533.852,0.22087289,0.088537365,0.131
0.21738583,0.086608537,0.131,48004.426,0.21738583,0.086608537,0.131
0.21389876,0.084679708,0.131,49574.496,0.21389876,0.084679715,0.131
0.21041171,0.082750887,0.131,51242.684,0.21041171,0.082750887,0.131
0.20692465,0.080822065,0.131,53001.961,0.20692465,0.080822065,0.131
0.20343757,0.078893237,0.131,54841.09,0.20343758,0.078893237,0.131
0.19995052,0.076964408,0.131,56749.773,0.19995052,0.076964416,0.131
0.19646345,0.075035587,0.131,58715.602,0.19646345,0.075035587,0.131
0.1929764,0.073106766,0.131,60719.57,0.19297639,0.073106766,0.131
0.18948933,0.071177937,0.131,62731.492,0.18948932,0.071177937,0.131
0.18600225,0.069249108,0.131,64705.855,0.18600227,0.069249116,0.131
0.18251519,0.067320287,0.131,66582.898,0.1825152,0.067320287,0.131
0.17902812,0.065391466,0.131,68288.742,0.17902814,0.065391459,0.131
0.17554107,0.063462637,0.131,69747.555,0.17554107,0.063462637,0.131
0.17205401,0.061533809,0.131,70900.266,0.17205401,0.061533812,0.131
0.16856694,0.059604988,0.131,71734.078,0.16856694,0.059604988,0.131
0.16507988,0.057676159,0.131,72289.352,0.16507988,0.057676163,0.131
0.16159281,0.055747338,0.131,72652.977,0.16159281,0.055747338,0.131
0.15810576,0.053818509,0.131,72925.984,0.15810576,0.053818513,0.131
0.15486297,0.051889684,0.131,73166.234,0.15486296,0.051889688,0.131
0.15211432,0.049960859,0.131,73395.43,0.15211432,0.049960863,0.131
0.14969815,0.048032038,0.131,73616.023,0.14969814,0.048032038,0.131
0.14736459,0.046103209,0.131,73831.656,0.14736457,0.046103213,0.131
0.14503101,0.044174388,0.131,74036.422,0.14503101,0.044174388,0.131
0.14269745,0.042245559,0.131,74211.492,0.14269744,0.042245559,0.131
0.14036389,0.040316738,0.131,74330.695,0.14036389,0.040316734,0.131
0.13803032,0.03838791,0.131,74347.828,0.13803032,0.03838791,0.131
0.13569674,0.036459088,0.131,74176.672,0.13569675,0.036459085,0.131
0.13336319,0.03453026,0.131,73739.086,0.13336319,0.03453026,0.131
0.13102962,0.032601438,0.131,73039.312,0.13102962,0.032601435,0.131
0.12869605,0.030672612,0.131,72204.047,0.12869605,0.030672612,0.131
0.12636247,0.028743785,0.131,71430.523,0.12636249,0.028743785,0.131
0.12402891,0.02681496,0.131,70855.664,0.12402892,0.02681496,0.131
0.12169535,0.024886135,0.131,70476.891,0.12169535,0.024886135,0.131
0.11936179,0.02295731,0.131,70200.227,0.11936179,0.02295731,0.131
0.11702822,0.021106582,0.131,69947.695,0.11702822,0.021106582,0.131
0.11469465,0.019414525,0.131,69694.625,0.11469465,0.019414527,0.131
0.11236109,0.017876294,0.131,69443.617,0.11236109,0.017876294,0.131
0.11002752,0.0164779,0.131,69202.453,0.11002752,0.0164779,0.131
0.10769396,0.015206633,0.131,68964.695,0.10769396,0.015206633,0.131
0.10536039,0.014050936,0.131,68713.219,0.10536039,0.014050935,0.131
0.10302682,0.013000302,0.131,68426.703,0.10302682,0.013000302,0.131
0.25225648,0.10782561,0.131,37059.496,0.25225648,0.10782561,0.131
0.2487694,0.10589679,0.131,37840.629,0.2487694,0.10589679,0.131
0.24528234,0.10396796,0.131,38668.781,0.24528234,0.10396796,0.131
0.24179527,0.10203914,0.131,39563.168,0.24179527,0.10203914,0.131
0.23830822,0.10011031,0.131,40535.543,0.23830822,0.10011031,0.131
0.23482114,0.098181486,0.131,41588.004,0.23482116,0.098181486,0.131
0.23133408,0.096252665,0.131,42719.418,0.23133409,0.096252665,0.131
0.22784702,0.094323844,0.131,43927.262,0.22784702,0.094323836,0.131
0.22435996,0.092395008,0.131,45211.57,0.22435996,0.092395015,0.131
0.22087291,0.090466186,0.131,46577.207,0.22087289,0.090466186,0.131
0.21738583,0.088537365,0.131,48032.816,0.21738583,0.088537365,0.131
0.21389876,0.086608537,0.131,49587.23,0.21389876,0.086608537,0.131
0.21041171,0.084679708,0.131,51242.656,0.21041171,0.084679715,0.131
0.20692465,0.082750887,0.131,52993.789,0.20692465,0.082750887,0.131
0.20343757,0.080822065,0.131,54830.918,0.20343758,0.080822065,0.131
0.19995052,0.078893237,0.131,56741.824,0.19995052,0.078893237,0.131
0.19646345,0.076964408,0.131,58713.016,0.19646345,0.076964416,0.131
0.1929764,0.075035587,0.131,60725.836,0.19297639,0.075035587,0.131
0.18948933,0.073106766,0.131,62751.227,0.18948932,0.073106766,0.131
0.18600225,0.071177937,0.131,64744.465,0.18600227,0.071177937,0.131
0.18251519,0.069249108,0.131,66642.945,0.1825152,0.069249116,0.131
0.17902812,0.067320287,0.131,68371.102,0.17902814,0.067320287,0.131
0.17554107,0.065391466,0.131,69848.656,0.17554107,0.065391459,0.131
0.17205401,0.063462637,0.131,71014.641,0.17205401,0.063462637,0.131
0.16856694,0.061533809,0.131,71852.781,0.16856694,0.061533812,0.131
0.16507988,0.059604988,0.131,72400.852,0.16507988,0.059604988,0.131
0.16159281,0.057676159,0.131,72748.484,0.16159281,0.057676163,0.131
0.15810576,0.055747338,0.131,73001.68,0.15810576,0.055747338,0.131
0.15486297,0.053818509,0.131,73223.008,0.15486296,0.053818513,0.131
0.15211432,0.051889684,0.131,73444.883,0.15211432,0.051889688,0.131
0.14969815,0.049960859,0.131,73671.547,0.14969814,0.049960863,0.131
0.14736459,0.048032038,0.131,73903.203,0.14736457,0.048032038,0.131
0.14503101,0.046103209,0.131,74130.25,0.14503101,0.046103213,0.131
0.14269745,0.044174388,0.131,74334.055,0.14269744,0.044174388,0.131
0.14036389,0.042245559,0.131,74490.055,0.14036389,0.042245559,0.131
0.13803032,0.040316738,0.131,74563.445,0.13803032,0.040316734,0.131
0.13569674,0.03838791,0.131,74484.922,0.13569675,0.03838791,0.131
0.13336319,0.036459088,0.131,74164.555,0.13336319,0.036459085,0.131
0.13102962,0.03453026,0.131,73562.445,0.13102962,0.03453026,0.131
0.12869605,0.032601438,0.131,72751.43,0.12869605,0.032601435,0.131
0.12636247,0.030672612,0.131,71913.883,0.12636249,0.030672612,0.131
0.12402891,0.028743785,0.131,71233.336,0.12402892,0.028743785,0.131
0.12169535,0.02681496,0.131,70772.25,0.12169535,0.02681496,0.131
0.11936179,0.024886135,0.131,70463.086,0.11936179,0.024886135,0.131
0.11702822,0.02295731,0.131,70202.688,0.11702822,0.02295731,0.131
0.11469465,0.021106582,0.131,69941.195,0.11469465,0.021106582,0.131
0.11236109,0.019414525,0.131,69680.992,0.11236109,0.019414527,0.131
0.11002752,0.017876294,0.131,69431.445,0.11002752,0.017876294,0.131
0.10769396,0.0164779,0.131,69188.727,0.10769396,0.0164779,0.131
0.10536039,0.015206633,0.131,68935.164,0.10536039,0.015206633,0.131
0.10302682,0.014050936,0.131,68649.148,0.10302682,0.014050935,0.131
0.10069326,0.013000302,0.131,68288.766,0.10069326,0.013000302,0.131
0.25225648,0.10975444,0.131,37208.852,0.25225648,0.10975444,0.131
0.2487694,0.10782561,0.131,37989.957,0.2487694,0.10782561,0.131
0.24528234,0.10589679,0.131,38810.137,0.24528234,0.10589679,0.131
0.24179527,0.10396796,0.131,39689.461,0.24179527,0.10396796,0.131
0.23830822,0.10203914,0.131,40643.953,0.23830822,0.10203914,0.131
0.23482114,0.10011031,0.131,41679.688,0.23482116,0.10011031,0.131
0.23133408,0.098181486,0.131,42797.461,0.23133409,0.098181486,0.131
0.22784702,0.096252665,0.131,43994.734,0.22784702,0.096252665,0.131
0.22435996,0.094323844,0.131,45269.715,0.22435996,0.094323836,0.131
0.22087291,0.092395008,0.131,46624.688,0.22087289,0.092395015,0.131
0.21738583,0.090466186,0.131,48066.645,0.21738583,0.090466186,0.131
0.21389876,0.088537365,0.131,49605.207,0.21389876,0.088537365,0.131
0.21041171,0.086608537,0.131,51245.496,0.21041171,0.086608537,0.131
0.20692465,0.084679708,0.131,52985.719,0.20692465,0.084679715,0.131
0.20343757,0.082750887,0.131,54817.016,0.20343758,0.082750887,0.131
0.19995052,0.080822065,0.131,56728.059,0.19995052,0.080822065,0.131
0.19646345,0.078893237,0.131,58703.043,0.19646345,0.078893237,0.131
0.1929764,0.076964408,0.131,60722.719,0.19297639,0.076964416,0.131
0.18948933,0.075035587,0.131,62759.078,0.18948932,0.075035587,0.131
0.18600225,0.073106766,0.131,64768.305,0.18600227,0.073106766,0.131
0.18251519,0.071177937,0.131,66687.406,0.1825152,0.071177937,0.131
0.17902812,0.069249108,0.131,68436.641,0.17902814,0.069249116,0.131
0.17554107,0.067320287,0.131,69933.906,0.17554107,0.067320287,0.131
0.17205401,0.065391466,0.131,71114.109,0.17205401,0.065391459,0.131
0.16856694,0.063462637,0.131,71958.391,0.16856694,0.063462637,0.131
0.16507988,0.061533809,0.131,72502.844,0.16507988,0.061533812,0.131
0.16159281,0.059604988,0.131,72835.633,0.16159281,0.059604988,0.131
0.15810576,0.057676159,0.131,73071.508,0.15810576,0.057676163,0.131
0.15486297,0.055747338,0.131,73273.875,0.15486296,0.055747338,0.131
0.15211432,0.053818509,0.131,73482.484,0.15211432,0.053818513,0.131
0.14969815,0.051889684,0.131,73709.766,0.14969814,0.051889688,0.131
0.14736459,0.049960859,0.131,73953.5,0.14736457,0.049960863,0.131
0.14503101,0.048032038,0.131,74200.625,0.14503101,0.048032038,0.131
0.14269745,0.046103209,0.131,74431.586,0.14269744,0.046103213,0.131
0.14036389,0.044174388,0.131,74622.742,0.14036389,0.044174388,0.131
0.13803032,0.042245559,0.131,74743.727,0.13803032,0.042245559,0.131
0.13569674,0.040316738,0.131,74743.125,0.13569675,0.040316734,0.131
0.13336319,0.03838791,0.131,74534.344,0.13336319,0.03838791,0.131
0.13102962,0.036459088,0.131,74045.797,0.13102962,0.036459085,0.131
0.12869605,0.03453026,0.131,73297.352,0.12869605,0.03453026,0.131
0.12636247,0.032601438,0.131,72431.992,0.12636249,0.032601435,0.131
0.12402891,0.030672612,0.131,71654.266,0.12402892,0.030672612,0.131
0.12169535,0.028743785,0.131,71093.242,0.12169535,0.028743785,0.131
0.11936179,0.02681496,0.131,70729.789,0.11936179,0.02681496,0.131
0.11702822,0.024886135,0.131,70460.836,0.11702822,0.024886135,0.131
0.11469465,0.02295731,0.131,70201.961,0.11469465,0.02295731,0.131
0.11236109,0.021106582,0.131,69935.531,0.11236109,0.021106582,0.131
0.11002752,0.019414525,0.131,69678.141,0.11002752,0.019414527,0.131
0.10769396,0.017876294,0.131,69430.203,0.10769396,0.017876294,0.131
0.10536039,0.0164779,0.131,69174.773,0.10536039,0.0164779,0.131
0.10302682,0.015206633,0.131,68889.523,0.10302682,0.015206633,0.131
0.10069326,0.014050936,0.131,68532.406,0.10069326,0.014050935,0.131
0.098359689,0.013000302,0.131,68010.656,0.098359689,0.013000302,0.131
0.25225648,0.11168326,0.131,37355.879,0.25225648,0.11168326,0.131
0.2487694,0.10975444,0.131,38139.559,0.2487694,0.10975444,0.131
0.24528234,0.10782561,0.131,38955.434,0.24528234,0.10782561,0.131
0.24179527,0.10589679,0.131,39822.402,0.24179527,0.10589679,0.131
0.23830822,0.10396796,0.131,40759.383,0.23830822,0.10396796,0.131
0.23482114,0.10203914,0.131,41777.125,0.23482116,0.10203914,0.131
0.23133408,0.10011031,0.131,42879.305,0.23133409,0.10011031,0.131
0.22784702,0.098181486,0.131,44064.324,0.22784702,0.098181486,0.131
0.22435996,0.096252665,0.131,45329.293,0.22435996,0.096252665,0.131
0.22087291,0.094323844,0.131,46674.406,0.22087289,0.094323836,0.131
0.21738583,0.092395008,0.131,48104.215,0.21738583,0.092395015,0.131
0.21389876,0.090466186,0.131,49627.723,0.21389876,0.090466186,0.131
0.21041171,0.088537365,0.131,51251.855,0.21041171,0.088537365,0.131
0.20692465,0.086608537,0.131,52978.074,0.20692465,0.086608537,0.131
0.20343757,0.084679708,0.131,54800.715,0.20343758,0.084679715,0.131
0.19995052,0.082750887,0.131,56708.312,0.19995052,0.082750887,0.131
0.19646345,0.080822065,0.131,58685.34,0.19646345,0.080822065,0.131
0.1929764,0.078893237,0.131,60710.293,0.19297639,0.078893237,0.131
0.18948933,0.076964408,0.131,62755.258,0.18948932,0.076964416,0.131
0.18600225,0.075035587,0.131,64777.836,0.18600227,0.075035587,0.131
0.18251519,0.073106766,0.131,66715.109,0.1825152,0.073106766,0.131
0.17902812,0.071177937,0.131,68485.234,0.17902814,0.071177937,0.131
0.17554107,0.069249108,0.131,70001.523,0.17554107,0.069249116,0.131
0.17205401,0.067320287,0.131,71197.555,0.17205401,0.067320287,0.131
0.16856694,0.065391466,0.131,72050.117,0.16856694,0.065391459,0.131
0.16507988,0.063462637,0.131,72593.961,0.16507988,0.063462637,0.131
0.16159281,0.061533809,0.131,72915.195,0.16159281,0.061533812,0.131
0.15810576,0.059604988,0.131,73134.852,0.15810576,0.059604988,0.131
0.15486297,0.057676159,0.131,73320.961,0.15486296,0.057676163,0.131
0.15211432,0.055747338,0.131,73513.672,0.15211432,0.055747338,0.131
0.14969815,0.053818509,0.131,73733.82,0.14969814,0.053818513,0.131
0.14736459,0.051889684,0.131,73985.172,0.14736457,0.051889688,0.131
0.14503101,0.049960859,0.131,74249.234,0.14503101,0.049960863,0.131
0.14269745,0.048032038,0.131,74505.102,0.14269744,0.048032038,0.131
0.14036389,0.046103209,0.131,74729.609,0.14036389,0.046103213,0.131
0.13803032,0.044174388,0.131,74894.148,0.13803032,0.044174388,0.131
0.13569674,0.042245559,0.131,74958.641,0.13569675,0.042245559,0.131
0.13336319,0.040316738,0.131,74849.883,0.13336319,0.040316734,0.131
