x_over_Lp,p_sim_over_pinf,p_digitized_over_pinf,digitization_uncertainty,difference_sim_minus_digitized,absolute_difference,gap_beyond_digitization_uncertainty
0.0,1.0116738016528926,1.0509615384615385,0.0049301409036992,-0.039287736808645946,0.039287736808645946,0.03435759590494675
0.002506265664160401,1.011612641024438,1.0509615384615385,0.0049301409036992,-0.03934889743710057,0.03934889743710057,0.03441875653340137
0.005012531328320802,1.0115570536103413,1.0509615384615385,0.0049301409036992,-0.039404484851197186,0.039404484851197186,0.03447434394749799
0.007518796992481203,1.0115170236223692,1.0509615384615385,0.0049301409036992,-0.03944451483916933,0.03944451483916933,0.03451437393547013
0.010025062656641603,1.011480831255235,1.0509615384615385,0.0049301409036992,-0.03948070720630348,0.03948070720630348,0.03455056630260428
0.012531328320802004,1.0114534595699454,1.0509615384615385,0.0049301409036992,-0.039508078891593135,0.039508078891593135,0.034577937987893936
0.015037593984962405,1.0114273153075004,1.0509615384615387,0.0049301409036992,-0.03953422315403832,0.03953422315403832,0.03460408225033912
0.017543859649122806,1.0114112991663684,1.0509615384615385,0.0049301409036992,-0.0395502392951701,0.0395502392951701,0.0346200983914709
0.020050125313283207,1.0113953248568752,1.0509615384615385,0.0049301409036992,-0.03956621360466328,0.03956621360466328,0.03463607270096408
0.022556390977443608,1.0113897280213564,1.0509615384615385,0.0049301409036992,-0.0395718104401821,0.0395718104401821,0.0346416695364829
0.02506265664160401,1.011387819588885,1.0509615384615385,0.0049301409036992,-0.039573718872653485,0.039573718872653485,0.03464357796895429
0.02756892230576441,1.0113877639944329,1.0509615384615385,0.0049301409036992,-0.03957377446710564,0.03957377446710564,0.03464363356340644
0.03007518796992481,1.0113997483038526,1.0509615384615385,0.0049301409036992,-0.039561790157685905,0.039561790157685905,0.03463164925398671
0.03258145363408521,1.0114117455058316,1.0509615384615385,0.0049301409036992,-0.03954979295570693,0.03954979295570693,0.03461965205200773
0.03508771929824561,1.0114277886841672,1.0509615384615385,0.0049301409036992,-0.03953374977737134,0.03953374977737134,0.03460360887367214
0.03759398496240601,1.0114484092077487,1.0509615384615387,0.0049301409036992,-0.039513129253790025,0.039513129253790025,0.034582988350090826
0.040100250626566414,1.0114689429091768,1.0509615384615385,0.0049301409036992,-0.03949259555236173,0.03949259555236173,0.03456245464866253
0.042606516290726815,1.0114957747737203,1.0509615384615385,0.0049301409036992,-0.03946576368781818,0.03946576368781818,0.03453562278411898
0.045112781954887216,1.0115249224161023,1.0509615384615385,0.0049301409036992,-0.039436616045436246,0.039436616045436246,0.03450647514173705
0.047619047619047616,1.0115538662822297,1.0509615384615385,0.0049301409036992,-0.03940767217930885,0.03940767217930885,0.03447753127560965
0.05012531328320802,1.0115902902825415,1.0509615384615385,0.0049301409036992,-0.039371248178996954,0.039371248178996954,0.034441107275297755
0.05263157894736842,1.0116270447576583,1.0509615384615385,0.0049301409036992,-0.0393344937038802,0.0393344937038802,0.034404352800181004
0.05513784461152882,1.011665712066109,1.0509615384615385,0.0049301409036992,-0.0392958263954295,0.0392958263954295,0.0343656854917303
0.05764411027568922,1.0117082326957973,1.0509615384615385,0.0049301409036992,-0.03925330576574115,0.03925330576574115,0.034323164862041955
0.06015037593984962,1.0117509016480835,1.0509615384615385,0.0049301409036992,-0.039210636813455046,0.039210636813455046,0.03428049590975585
0.06265664160401002,1.011795381976527,1.0509615384615385,0.0049301409036992,-0.03916615648501143,0.03916615648501143,0.03423601558131223
0.06516290726817042,1.011840502505519,1.0509615384615385,0.0049301409036992,-0.039121035956019456,0.039121035956019456,0.03419089505232026
0.06766917293233082,1.0118845734546835,1.0509615384615385,0.0049301409036992,-0.03907696500685498,0.03907696500685498,0.03414682410315578
0.07017543859649122,1.0119272618196047,1.0509615384615387,0.0049301409036992,-0.03903427664193404,0.03903427664193404,0.03410413573823484
0.07268170426065163,1.0119675064726101,1.0509615384615385,0.0049301409036992,-0.03899403198892837,0.03899403198892837,0.03406389108522917
0.07518796992481203,1.0120021138556843,1.0509615384615385,0.0049301409036992,-0.03895942460585422,0.03895942460585422,0.03402928370215502
0.07769423558897243,1.0120311358449972,1.0509615384615385,0.0049301409036992,-0.03893040261654135,0.03893040261654135,0.03400026171284215
0.08020050125313283,1.0120516071505286,1.0509615384615385,0.0049301409036992,-0.03890993131100995,0.03890993131100995,0.03397979040731075
0.08270676691729323,1.0120536869917798,1.0509615384615385,0.0049301409036992,-0.038907851469758725,0.038907851469758725,0.03397771056605953
0.08521303258145363,1.0120594279696133,1.0509615384615385,0.0049301409036992,-0.03890211049192516,0.03890211049192516,0.03397196958822596
0.08771929824561403,1.0120588540212077,1.0509615384615385,0.005163802000293003,-0.03890268444033085,0.03890268444033085,0.033738882440037844
0.09022556390977443,1.0118432269879072,1.0509615384615385,0.005163802000293,-0.03911831147363132,0.03911831147363132,0.03395450947333832
0.09273182957393483,1.0117057654823238,1.0509615384615385,0.005163802000293,-0.039255772979214676,0.039255772979214676,0.03409197097892168
0.09523809523809523,1.0115950487106247,1.0509615384615385,0.005163802000293,-0.039366489750913836,0.039366489750913836,0.03420268775062084
0.09774436090225563,1.0116562385194512,1.0509615384615385,0.005163802000293,-0.03930529994208731,0.03930529994208731,0.034141497941794316
0.10025062656641603,1.011857380945124,1.0509615384615385,0.005163802000293,-0.039104157516414606,0.039104157516414606,0.03394035551612161
0.10275689223057644,1.0120241989632612,1.0509615384615385,0.005163802000293,-0.03893733949827727,0.03893733949827727,0.03377353749798427
0.10526315789473684,1.0121858954897816,1.0509615384615385,0.005163802000293,-0.03877564297175695,0.03877564297175695,0.033611840971463955
0.10776942355889724,1.0123314035718574,1.0509615384615385,0.005163802000293,-0.038630134889681145,0.038630134889681145,0.03346633288938815
0.11027568922305764,1.0124548869947874,1.0509615384615385,0.005163802000293,-0.03850665146675114,0.03850665146675114,0.033342849466458144
0.11278195488721804,1.01256184293382,1.0509615384615385,0.005163802000293,-0.0383996955277186,0.0383996955277186,0.033235893527425606
0.11528822055137844,1.0126573573038888,1.0509615384615385,0.005163802000293,-0.038304181157649664,0.038304181157649664,0.03314037915735667
0.11779448621553884,1.0127445010158072,1.0509615384615385,0.005163802000293,-0.03821703744573135,0.03821703744573135,0.03305323544543835
0.12030075187969924,1.0128273414399889,1.0509615384615385,0.005163802000293,-0.03813419702154963,0.03813419702154963,0.032970395021256635
0.12280701754385964,1.0129078956791553,1.0509615384615385,0.005163802000293,-0.03805364278238321,0.03805364278238321,0.032889840782090216
0.12531328320802004,1.0129854698031227,1.0509615384615385,0.005163802000293,-0.03797606865841585,0.03797606865841585,0.032812266658122854
0.12781954887218044,1.0130570745439522,1.0509615384615385,0.005163802000293,-0.037904463917586284,0.037904463917586284,0.03274066191729329
0.13032581453634084,1.0131236796455676,1.0509615384615385,0.005163802000293,-0.037837858815970904,0.037837858815970904,0.03267405681567791
0.13283208020050125,1.0131820061292376,1.0509615384615385,0.005163802000293,-0.037779532332300914,0.037779532332300914,0.03261573033200792
0.13533834586466165,1.0132354956615153,1.0509615384615385,0.005163802000293,-0.03772604280002323,0.03772604280002323,0.03256224079973023
0.13784461152882205,1.0132869213264177,1.0509615384615385,0.005163802000293,-0.03767461713512077,0.03767461713512077,0.03251081513482777
0.14035087719298245,1.0133378204849897,1.0509615384615385,0.005163802000293,-0.03762371797654884,0.03762371797654884,0.032459915976255846
0.14285714285714285,1.0133886584866825,1.0509615384615385,0.005163802000293,-0.03757287997485603,0.03757287997485603,0.032409077974563036
0.14536340852130325,1.013439640930787,1.0509615384615385,0.005163802000293,-0.037521897530751414,0.037521897530751414,0.03235809553045842
0.14786967418546365,1.0134886691604765,1.0509615384615385,0.005163802000293,-0.03747286930106197,0.03747286930106197,0.032309067300768976
0.15037593984962405,1.0135373444900888,1.0509615384615385,0.005163802000293,-0.03742419397144969,0.03742419397144969,0.032260391971156696
0.15288220551378445,1.0136079561571147,1.0509615384615385,0.005163802000293,-0.03735358230442376,0.03735358230442376,0.03218978030413076
0.15538847117794485,1.013678783395613,1.0509615384615385,0.005163802000293,-0.0372827550659256,0.0372827550659256,0.0321189530656326
0.15789473684210525,1.0137475244869014,1.0509615384615385,0.005163802000293,-0.037214013974637083,0.037214013974637083,0.03205021197434409
0.16040100250626566,1.0138160560625087,1.0509615384615385,0.005163802000293,-0.03714548239902982,0.03714548239902982,0.03198168039873682
0.16290726817042606,1.0138819318943075,1.0509615384615385,0.005163802000293,-0.03707960656723097,0.03707960656723097,0.031915804566937975
0.16541353383458646,1.0139461756658643,1.0509615384615385,0.005163802000293,-0.03701536279567419,0.03701536279567419,0.03185156079538119
0.16791979949874686,1.0140105684469496,1.0509615384615385,0.005163802000293,-0.03695097001458891,0.03695097001458891,0.031787168014295916
0.17042606516290726,1.014072566633437,1.0509615384615385,0.005163802000293,-0.03688897182810158,0.03688897182810158,0.03172516982780858
0.17293233082706766,1.014134236469988,1.0509615384615385,0.005163802000293,-0.0368273019915506,0.0368273019915506,0.0316634999912576
0.17543859649122806,1.0141958411025436,1.0509615384615385,0.005163802000293,-0.03676569735899493,0.03676569735899493,0.031601895358701934
0.17794486215538846,1.014254033752095,1.0509615384615385,0.005163802000293,-0.036707504709443395,0.036707504709443395,0.0315437027091504
0.18045112781954886,1.0143113237692045,1.0509615384615385,0.005163802000293,-0.03665021469233398,0.03665021469233398,0.031486412692040985
0.18295739348370926,1.014368606298627,1.0509615384615385,0.005163802000293,-0.036592932162911485,0.036592932162911485,0.03142913016261849
0.18546365914786966,1.0144228030166857,1.0509615384615385,0.005163802000293,-0.036538735444852755,0.036538735444852755,0.03137493344455976
0.18796992481203006,1.0144690646404397,1.0509615384615385,0.005163802000293,-0.03649247382109877,0.03649247382109877,0.03132867182080577
0.19047619047619047,1.0145153504762365,1.0509615384615385,0.005163802000293,-0.03644618798530197,0.03644618798530197,0.03128238598500897
0.19298245614035087,1.0145616570257459,1.0509615384615385,0.005163802000293,-0.03639988143579265,0.03639988143579265,0.031236079435499647
0.19548872180451127,1.0146035623795848,1.0509615384615385,0.005163802000293,-0.03635797608195368,0.03635797608195368,0.03119417408166068
0.19799498746867167,1.014642292671914,1.0509615384615385,0.005163802000293,-0.03631924578962442,0.03631924578962442,0.03115544378933142
0.20050125313283207,1.0146810229642438,1.0509615384615385,0.005163802000293,-0.03628051549729472,0.03628051549729472,0.031116713497001718
0.20300751879699247,1.0147197532565735,1.0509615384615385,0.005163802000293,-0.036241785204965016,0.036241785204965016,0.031077983204672015
0.20551378446115287,1.0147537498591248,1.0509615384615385,0.005163802000293,-0.03620778860241369,0.03620778860241369,0.031043986602120693
0.20802005012531327,1.0147871386702225,1.0509615384615385,0.005163802000293,-0.03617439979131598,0.03617439979131598,0.03101059779102298
0.21052631578947367,1.0148205538641313,1.0509615384615385,0.005163802000293,-0.03614098459740722,0.03614098459740722,0.03097718259711422
0.21303258145363407,1.0148538226324186,1.0509615384615385,0.005163802000293,-0.03610771582911987,0.03610771582911987,0.030943913828826868
0.21553884711779447,1.0148863576979275,1.0509615384615385,0.005163802000293,-0.03607518076361105,0.03607518076361105,0.030911378763318047
0.21804511278195488,1.0149188717279631,1.0509615384615385,0.005163802000293,-0.03604266673357537,0.03604266673357537,0.030878864733282368
0.22055137844611528,1.0149513681693623,1.0509615384615385,0.005163802000293,-0.036010170292176236,0.036010170292176236,0.030846368291883235
0.22305764411027568,1.0149854593004366,1.0509615384615385,0.005163802000293,-0.035976079161101904,0.035976079161101904,0.030812277160808903
0.22556390977443608,1.0150212435260266,1.0509615384615385,0.005163802000293,-0.035940294935511874,0.035940294935511874,0.030776492935218874
0.22807017543859648,1.0150570211559136,1.0509615384615385,0.005163802000293,-0.03590451730562494,0.03590451730562494,0.03074071530533194
0.23057644110275688,1.0150927906576466,1.0509615384615385,0.005163802000293,-0.03586874780389193,0.03586874780389193,0.03070494580359893
0.23308270676691728,1.0151325750870972,1.0509615384615385,0.005163802000293,-0.0358289633744413,0.0358289633744413,0.030665161374148302
0.23558897243107768,1.0151734282151936,1.0509615384615385,0.005163802000293,-0.03578811024634487,0.03578811024634487,0.030624308246051873
0.23809523809523808,1.0152142571590466,1.0509615384615385,0.005163802000293,-0.03574728130249194,0.03574728130249194,0.03058347930219894
0.24060150375939848,1.0152555590422243,1.0509615384615385,0.005163802000293,-0.03570597941931419,0.03570597941931419,0.030542177419021193
0.24310776942355888,1.0153019315660545,1.0509615384615385,0.005163802000293,-0.035659606895483975,0.035659606895483975,0.030495804895190975
0.24561403508771928,1.0153482946391015,1.0509615384615385,0.005163802000293,-0.035613243822437024,0.035613243822437024,0.030449441822144024
0.24812030075187969,1.0153946489178303,1.0509615384615385,0.005163802000293,-0.035566889543708236,0.035566889543708236,0.030403087543415235
0.2506265664160401,1.015443237715764,1.0509615384615385,0.005163802000293,-0.035518300745774445,0.035518300745774445,0.030354498745481445
0.2531328320802005,1.0154953249926906,1.046153846153846,0.0053237252537699,-0.030658521161155416,0.030658521161155416,0.025334795907385518
0.2556390977443609,1.0155474122696166,1.046153846153846,0.0053237252537699,-0.030606433884229345,0.030606433884229345,0.025282708630459446
0.2581453634085213,1.0155994995465427,1.046153846153846,0.005323725253769899,-0.030554346607303273,0.030554346607303273,0.025230621353533374
0.2606516290726817,1.0156551031812344,1.046153846153846,0.0053237252537699,-0.03049874297261157,0.03049874297261157,0.02517501771884167
0.2631578947368421,1.0157122790910798,1.046153846153846,0.0053237252537699,-0.03044156706276624,0.03044156706276624,0.02511784180899634
0.2656641604010025,1.0157694637952055,1.046153846153846,0.0053237252537699,-0.030384382358640494,0.030384382358640494,0.025060657104870595
0.2681704260651629,1.0158266570351984,1.046153846153846,0.0053237252537699,-0.030327189118647624,0.030327189118647624,0.025003463864877725
0.2706766917293233,1.0158850875500174,1.046153846153846,0.0053237252537699,-0.030268758603828605,0.030268758603828605,0.024945033350058706
0.2731829573934837,1.015943551676979,1.046153846153846,0.0053237252537699,-0.03021029447686696,0.03021029447686696,0.024886569223097062
0.2756892230576441,1.0160020421867517,1.046153846153846,0.0053237252537699,-0.03015180396709427,0.03015180396709427,0.024828078713324372
0.2781954887218045,1.0160578530940816,1.046153846153846,0.0053237252537699,-0.030095993059764403,0.030095993059764403,0.024772267805994504
0.2807017543859649,1.0161072124844341,1.046153846153846,0.0049935197140996,-0.03004663366941185,0.03004663366941185,0.025053113955312248
0.2832080200501253,1.0161565400965382,1.046153846153846,0.0049935197140996,-0.02999730605730777,0.02999730605730777,0.02500378634320817
0.2857142857142857,1.0162058395858837,1.046153846153846,0.004993519714099599,-0.02994800656796226,0.02994800656796226,0.02495448685386266
0.2882205513784461,1.0162450650576271,1.046153846153846,0.0049935197140996,-0.02990878109621886,0.02990878109621886,0.02491526138211926
0.2907268170426065,1.0162774755294977,1.046153846153846,0.004993519714099599,-0.029876370624348336,0.029876370624348336,0.024882850910248736
0.2932330827067669,1.0163098947956481,1.046153846153846,0.0049935197140996,-0.02984395135819784,0.02984395135819784,0.02485043164409824
0.2957393483709273,1.016342323664388,1.046153846153846,0.0049935197140996,-0.029811522489457953,0.029811522489457953,0.024818002775358353
0.2982456140350877,1.0163586443697237,1.046153846153846,0.0049935197140996,-0.029795201784122316,0.029795201784122316,0.024801682070022715
0.3007518796992481,1.0163731243289351,1.046153846153846,0.004993519714099599,-0.029780721824910872,0.029780721824910872,0.02478720211081127
0.3032581453634085,1.016387597692444,1.046153846153846,0.0053237252537699,-0.02976624846140208,0.02976624846140208,0.02444252320763218
0.3057644110275689,1.0163845810990266,1.046153846153846,0.0053237252537699,-0.02976926505481936,0.02976926505481936,0.02444553980104946
0.3082706766917293,1.0163112823588483,1.046153846153846,0.0053237252537699,-0.029842563794997723,0.029842563794997723,0.024518838541227824
0.3107769423558897,1.0162374520049138,1.046153846153846,0.0053237252537699,-0.029916394148932213,0.029916394148932213,0.024592668895162314
0.3132832080200501,1.0161631841355536,1.0509615384615385,0.005163802000293,-0.03479835432598488,0.03479835432598488,0.02963455232569188
0.3157894736842105,1.016208649787514,1.0509615384615385,0.005163802000293,-0.034752888674024485,0.034752888674024485,0.029589086673731484
0.3182957393483709,1.0163738793990338,1.0509615384615385,0.0049301409036992,-0.034587659062504716,0.034587659062504716,0.029657518158805518
0.3208020050125313,1.0165398301407207,1.0509615384615385,0.0049566472286197,-0.03442170832081781,0.03442170832081781,0.02946506109219811
0.3233082706766917,1.0167066557896751,1.0509615384615385,0.0052393738513487,-0.034254882671863385,0.034254882671863385,0.029015508820514686
0.3258145363408521,1.0162596874419987,1.0509615384615385,0.0052393738513487,-0.03470185101953982,0.03470185101953982,0.02946247716819112
0.3283208020050125,1.0156623182581868,1.055769230769231,0.0049566472286197,-0.04010691251104426,0.04010691251104426,0.035150265282424556
0.3308270676691729,1.015066235237811,1.0557692307692308,0.0049301409036991,-0.04070299553141976,0.04070299553141976,0.03577285462772066
0.3333333333333333,1.0146501986206604,1.0557692307692308,0.005163802000293,-0.04111903214857038,0.04111903214857038,0.03595523014827738
0.3358395989974937,1.0157805181884454,1.060576923076923,0.0049301409036992,-0.04479640488847769,0.04479640488847769,0.039866263984778494
0.3383458646616541,1.0169089765244896,1.0653846153846154,0.0052393738513489,-0.048475638860125736,0.048475638860125736,0.043236265008776836
0.3408521303258145,1.0180357331821952,1.0653846153846154,0.0049301409036991,-0.04734888220242017,0.04734888220242017,0.04241874129872107
0.3433583959899749,1.01742226474641,1.0701923076923077,0.0049935197140996,-0.05277004294589771,0.05277004294589771,0.04777652323179811
0.3458646616541353,1.0142547631671026,1.0701923076923077,0.0050974002010559,-0.05593754452520505,0.05593754452520505,0.05084014432414915
0.3483709273182957,1.0110824281967135,1.075,0.0053286455184557,-0.0639175718032865,0.0639175718032865,0.0585889262848308
0.3508771929824561,1.0079046136013132,1.0798076923076922,0.0054789825749882,-0.07190307870637902,0.07190307870637902,0.06642409613139082
0.3533834586466165,1.013602451602373,1.0846153846153843,0.0053970582573838,-0.07101293301301137,0.07101293301301137,0.06561587475562757
0.3558897243107769,1.0229712814751157,1.091826923076923,0.0055856325516989505,-0.06885564160180735,0.06885564160180735,0.0632700090501084
0.3583959899749373,1.0323197590304578,1.0990384615384614,0.004914168482982,-0.0667187025080036,0.0667187025080036,0.061804534025021604
0.3609022556390977,1.0417736674890627,1.1086538461538462,0.0057451511407187,-0.06688017866478346,0.06688017866478346,0.061135027524064765
