shift_over_Lp,shift_physical_m,fit_error,objective_method
-0.09200000000000001,-0.023160916878920003,0.10772691399335753,robust_weighted
-0.09100000000000001,-0.022909167782410002,0.10769730915384379,robust_weighted
-0.09000000000000001,-0.022657418685900002,0.10766717291748006,robust_weighted
-0.08900000000000001,-0.02240566958939,0.10763645106428155,robust_weighted
-0.08800000000000001,-0.02215392049288,0.10760467426910601,robust_weighted
-0.08700000000000001,-0.02190217139637,0.10757160071162788,robust_weighted
-0.08600000000000001,-0.02165042229986,0.10753715773007502,robust_weighted
-0.085,-0.02139867320335,0.10750135959875345,robust_weighted
-0.084,-0.02114692410684,0.1074641466058889,robust_weighted
-0.083,-0.02089517501033,0.1074254701818878,robust_weighted
-0.082,-0.02064342591382,0.10738520896107806,robust_weighted
-0.081,-0.02039167681731,0.10734340817130979,robust_weighted
-0.08000000000000002,-0.020139927720800005,0.10730014873764127,robust_weighted
-0.07900000000000001,-0.019888178624290005,0.10725523197501743,robust_weighted
-0.07800000000000001,-0.019636429527780004,0.1072082265419193,robust_weighted
-0.07700000000000001,-0.019384680431270004,0.10715904461450657,robust_weighted
-0.07600000000000001,-0.019132931334760003,0.10710772496225898,robust_weighted
-0.07500000000000001,-0.018881182238250003,0.10705422219760548,robust_weighted
-0.07400000000000001,-0.018629433141740002,0.10699831648355247,robust_weighted
-0.07300000000000001,-0.018377684045230002,0.10693989724027086,robust_weighted
-0.07200000000000001,-0.01812593494872,0.10687916678799736,robust_weighted
-0.07100000000000001,-0.01787418585221,0.10681609998663595,robust_weighted
-0.07,-0.0176224367557,0.10675028019770577,robust_weighted
-0.069,-0.01737068765919,0.10668097583077148,robust_weighted
-0.068,-0.01711893856268,0.10660807497172982,robust_weighted
-0.067,-0.01686718946617,0.10653168855008288,robust_weighted
-0.066,-0.01661544036966,0.1064518488514778,robust_weighted
-0.065,-0.01636369127315,0.10636839213084387,robust_weighted
-0.064,-0.01611194217664,0.10628100819712497,robust_weighted
-0.063,-0.015860193080129998,0.10618952605615556,robust_weighted
-0.062,-0.01560844398362,0.10609431967863481,robust_weighted
-0.061,-0.015356694887109999,0.10599523482614799,robust_weighted
-0.06,-0.015104945790599998,0.10589188999486064,robust_weighted
-0.059,-0.014853196694089998,0.1057836450692184,robust_weighted
-0.057999999999999996,-0.014601447597579998,0.10567078329044013,robust_weighted
-0.056999999999999995,-0.014349698501069999,0.10555330039749487,robust_weighted
