selected_shift_method,best_shift_over_Lp,best_shift_physical_m,selected_fit_error_after_shift,least_squares_rmse_before_shift,robust_error_before_shift,least_squares_shift_over_Lp,robust_weighted_shift_over_Lp,feature_midrise_shift_over_Lp,hybrid_feature_then_robust_shift_over_Lp,shift_min_over_Lp,shift_max_over_Lp,use_fit_windows,fit_windows,fit_x_min,fit_x_max,centerline_y_over_Lp,centerline_band_half_width_over_Lp,use_uncertainty_weighting,allow_constant_pressure_bias,gradient_downweight_alpha,soft_l1_scale,feature_upstream_window,feature_peak_window,midpoint_fraction,x_min_original_m,x_max_original_m,Lp_m,y_center_m,p_inf_Pa,x_midrise_sim,x_midrise_digitized,sim_baseline,sim_peak,sim_midrise_pressure,digitized_baseline,digitized_peak,digitized_midrise_pressure
hybrid_feature_then_robust,0.0636798751293993,0.01603135102969589,0.015238829933744119,0.34029926184565257,0.0841793588054959,0.06244345275568224,0.06369209148772718,0.06575123632738,0.0636798751293993,-0.2,0.2,True,"[(0.3, 0.355), (0.42, 0.9)]",0.05,0.95,0.0,0.0025,False,False,8.0,0.025,"(0.05, 0.32)","(0.4, 0.6)",0.5,0.00050738349,0.25225648,0.25174909651,0.076000001,48400.0,0.32053422370617696,0.38628546003355696,1.0609435239868619,1.683337075253097,1.3721402996199794,1.048605577689243,1.69203187250996,1.3703187250996014
